id,Title,Contact Name,Contact Email,abstract,authors,url
C1320,You're in for a Bumpy Ride! Uneven Terrain Increases Cybersickness While Navigating with Head Mounted Displays,,,"Cybersickness poses a challenge to the broader adoption of virtual reality technologies. In this study, we examine the impact of uneven virtual terrain traversal on cybersickness in VR. We recruited 38 participants to navigate with three virtual terrain variants: flat surface, regular bumps, and terrain generated from Perlin noise. We collected cybersickness data using the Fast Motion Sickness Scale, Simulator Sickness Questionnaire, and galvanic skin response. Our results indicate that users felt greater cybersickness when traversing uneven terrain than they did with flat geometry. We recommend that designers exercise caution when incorporating uneven terrain into their virtual experiences.","Samuel Ang, John Quarles",
C1322,Validating the Benefits of Glanceable and Context-Aware Augmented Reality for Everyday Information Access Tasks,,,"Glanceable Augmented Reality interfaces have the potential to provide fast and efficient information access for the user. However, the virtual content's placement and accessibility depends on the user context. We designed a Context-Aware AR interface that can intelligently adapt for two different contexts: solo and social. We evaluated information access using Context-Aware AR compared to current mobile phones and non-adaptive Glanceable AR interfaces. Our results indicate the advantages of Context-Aware AR interface for information access efficiency, avoiding negative effects on primary tasks or social interactions, and overall user experience.","Shakiba Davari, Feiyu Lu, Doug Bowman",
C1328,HoloLogger: Keystroke Inference on Mixed Reality Head Mounted Displays,,,"When using services in mixed reality (MR) such as online payment and social media, sensitive information must be typed in MR. Keystroke inference attacks have been conducted to hack such information. However, previous attacks require placing extra hardware near the user, which is easily noticeable in practice. In this paper, we expose a more dangerous malware-based attack through the vulnerability that no permission is required for accessing MR motion data. Extensive evaluations of our HoloLogger system demonstrate that the proposed attack is accurate and robust in various environments such as different user positions and input categories.","Shiqing Luo, Xinyu Hu, Zhisheng Yan",
C1329,"The Effect of Virtual Humans Making Verbal Communication Mistakes on Learner's Perspective of their Credibility, Reliability, and Trustworthiness",,,"In this work, we performed a 2x2 mixed design user study that had learners (n = 80) attempt to identify verbal communication mistakes made by a virtual human acting as a nurse in a virtual desktop environment. We found that learners struggle to identify infrequent virtual human verbal communication mistakes. Additionally, learners with lower initial trustworthiness ratings are more likely to overlook potentially life-threatening mistakes, and virtual human mistakes temporarily lower learner credibility, reliability, and trustworthiness ratings of virtual humans.","Jacob Stuart, Karen Aul, Anita Stephen, Michael D. Bumbach, Alexandre Gomes de Siqueira, Benjamin Lok",
C1336,RedirectedDoors: Redirection While Opening Doors in Virtual Reality,,,"We propose RedirectedDoors, a novel technique for redirection in VR focused on door-opening behavior. This technique manipulates the user's walking direction by rotating the entire virtual environment at a certain angular ratio of the door being opened, while the virtual door's position is kept unmanipulated to ensure door-opening realism. Results of a user study using two types of door-opening interfaces (with and without a passive haptic prop) revealed that the estimated detection thresholds generally showed a higher space efficiency of redirection. Following the results, we derived usage guidelines for our technique that provide lower noticeability and higher acceptability.","Yukai Hoshikawa, Kazuyuki Fujita, Kazuki Takashima, Morten Fjeld, Yoshifumi Kitamura",
C1341,Simulating Olfactory Cocktail Party Effect in VR: A Multi-odor Display Approach Based on Attention,,,"We present a VR multi-odor display approach that dynamically changes the intensity combinations of different scent sources in the virtual environment according to the user's attention, hence simulating a virtual cocktail party effect of smell. We acquire attention from the eye-tracking sensors and increase the display intensity of the scent that the user is focusing on to simulate the cocktail party effect of smell, enabling the user to distinguish their desired scent source. The user study showed our approach was able to improve olfactory experience and sense of presence in VR compared to the non-dynamic odor display method.","Shangyin Zou, Xianyin Hu, Yuki Ban, Shinichi Warisawa",
C1361,Interactive Mixed Reality Rendering on Holographic Pyramid,,,"Currently, ray tracing and image-based lighting (IBL) have shortcomings when rendering the metallic virtual object displayed in the holographic pyramid in mixed reality. We propose a mixed reality rendering method to render glossy and specular reflection effects on metallic virtual objects displayed in the holographic pyramid based on the surrounding real environment at interactive frame rates. Compared with IBL and screen-space ray tracing, our method can generate the rendering results closer to the ground truth at the same time cost. Compared with Monte Carlo path tracing, our method is 2.5-4.5 times faster in generating rendering results of the comparable quality.","Danqing Dai, Xuehuai Shi, Lili Wang, Xiangyu Li",
C1368,Eye Tracking-based LSTM for Locomotion Prediction in VR,,,"Virtual Reality allows users to perform natural movements such as walking in virtual environments. This comes with the need for a large tracking space. To optimise use of the physical space, prediction models for upcoming behavior are helpful. Here we examined whether eye movements can improve such predictions. Eighteen participants walked through a virtual environment while performing different tasks. The recorded data were used to train an LSTM model. We found that positions 2.5s into the future can be predicted with an average error of 65cm. The benefit of eye movement data depended on task and environment. Situations with changes in walking speed benefited from the inclusion of eye data.","Niklas Stein, Gianni Bremer, Markus Lappe",
C1374,Supporting Playful Rehabilitation in the Home using Virtual Reality Headsets and Force Feedback Gloves,,,"Virtual Reality (VR) is a promising platform for home rehabilitation with the potential to completely immerse users within a playful experience. To explore this area we design, implement, and evaluate a system that uses a VR headset in conjunction with force feedback gloves to present users with a playful experience for home rehabilitation. The system immerses the user within a virtual cat bathing simulation that allows users to practice fine motor skills by progressively completing three cat-care tasks. The study results demonstrate the positive role that playfulness may play in the user experience of VR rehabilitation.","Qisong Wang, Bo Kang, Per Ola Kristensson",
C1378,Evaluating Perceptional Tasks for Medicine: A Comparative User Study Between a Virtual Reality and a Desktop Application,,,"One way to improve the performance of precision-based medical VR applications is to provide suitable visualizations. Today, these &quot;suitable&quot; visualizations are mostly transferred from desktop to VR without considering their spatial and temporal performance might change in VR. This may not lead to an optimal solution, which can be crucial for precision-based tasks. Misinterpretation of shape or distance in a surgical or pre-operative simulation can affect the chosen treatment and thus directly impact the outcome. Therefore, we evaluate the performance differences of multiple visualizations for 3D surfaces based on their shape and distance estimation for desktop and VR applications.","Jan Niklas Hornbeck, Monique Meuschke, Lennert Zyla, Andr&eacute;-Joel Heuser, Justus Toader, Felix Popp, Christane J. Bruns, Christian Hansen, Rabi R. Datta, Kai Lawonn",
C1386,The Chaotic Behavior of Redirection - Revisiting Simulations in Redirected Walking,,,"Redirected Walking is a common technique to allow real walking for exploring large virtual environments in constrained physical spaces. Many existing approaches were evaluated in simulation only, and researchers argued that the findings would translate to real scenarios to motivate the effectiveness of their algorithms. In this paper, we argue that simulation-based evaluations require critical reflection. We demonstrate simulations that show the chaotic process fundamental to RDW, in which altering the initial user's position by mere millimeters can drastically change the resulting steering behavior. This insight suggests that redirection is more sensitive to underlying data than previously assumed.","Christian Hirt, Yves Kompis, Christian Holz, Andreas Kunz",
C1389,SPAA: Stealthy Projector-based Adversarial Attacks on Deep Image Classifiers,,,"We propose to use spatial augmented reality (SAR) techniques to fool image classifiers by altering the physical light condition with a projector. The main challenge is how to generate robust and stealthy projections. For the first time, we formulate this problem as an end-to-end differentiable process and propose Stealthy Projector-based Adversarial Attack (SPAA). In SPAA, we approximate the real Project-and-Capture process using a neural network named PCNet, then we include PCNet in the optimization of projector-based attacks. Finally, we propose an algorithm that alternates between the adversarial loss and stealthiness loss optimization. Experiments show that SPAA clearly outperforms other methods.","Bingyao Huang, Haibin Ling",
C1393,Content Presentation on 3D Augmented Reality Windshield Displays in the Context of Automated Driving,,,"Increasing vehicle automation presents challenges as drivers of automated vehicles become more disengaged from the primary driving task, as there will still be activities that require interfaces for vehicle-passenger interactions. Augmented reality windshield displays provide large-content areas supporting drivers in both driving and non-driving related tasks. Participants of a user study were presented with two modes of content presentation (multiple content-specific windows vs. one main window) in a virtual reality driving simulator. Using one main content window resulted in better task performance and lower take-over times, however, subjective user experience was higher for the multi-window user interface.","Andreas Riegler, Andreas Riener, Clemens Holzmann",
C1396,Sparse Nanophotonic Phased Arrays for Energy-Efficient Holographic Displays,,,"The Nanophotonic Phased Array (NPA) is an emerging holographic display technology. With chip-scaled sizes, high refresh rates, and integrated light sources, a large-scale NPA can enable high-resolution real-time holography. One of the critical challenges is the high electrical power consumption required to modulate the amplitude and phase of the pixels. We propose a simple method that outputs a sparse NPA configuration to generate the desired image. Using as few as 10% of dense 2D array pixels, we show, through computational simulations, that a perceptually acceptable holographic image can be generated. Our study can advance research on sparse NPAs for holography.","Susmija Jabbireddy, Yang Zhang Zhang, Martin Peckerar, Mario Dagenais, Amitabh Varshney",
C1401,Temporal Effects in Motion Behavior for Virtual Reality (VR) Biometrics,,,"We evaluate how deep learning approaches for security through matching VR trajectories are influenced by natural behavior variabilities over varying timescales. On short timescales of seconds to minutes, we observe no statistically significant relationship between temporal placement of enrollment trajectories and matches to input trajectories. We observe similar median accuracy for users with high and low medium-scale enrollment/input separation of days to weeks. Over long timescales of 7 to 18 months, we obtain optimal performance for short and long enrollment/input separations by using training sets from users providing long-timescale data, as these sets encompass coarse and fine behavior changes.","Robert Miller, Natasha Kholgade Banerjee, Sean Banerjee",
C1408,An Evaluation of Virtual Reality Maintenance Training for Industrial Hydraulic Machines,,,"Virtual reality applications for industrial training have widespread benefits for simulating various scenarios and conditions. Through our collaboration with a leading industry partner, a remote multi-user industry maintenance training VR platform applying kinesthetics learning strategy using head-mounted display was designed and implemented. We present the evaluation of the platform with two diverse cohorts of novice users and industry contractors, in comparison to traditional training. The results show that VR training is engaging and effective in boosting trainee's confidence, especially for novice users, with reflections on the differences between novice and industry trainees.","Thuong Hoang, Stefan Greuter, Simeon Taylor",
C1416,Structured Light of Flickering Patterns Having Different Frequencies for a Projector-Event-Camera System,,,"Our objective is to realize a projector-camera system that combines the event camera with a projector under the strong ambient light. Specifically, this study proposes a new structured light that combines different frequencies of flickers to acquire the correspondence between the image pixels of the event camera and the projector. This method does not rely on the co-axial frame-based measurement and synchronization mechanism between projector and camera and is thus applicable to most general event cameras. Experiments confirm that the proposed method obtains the correspondence robustly with reasonable accuracy in a bright room (up to 2,600 lux) under general indoor lighting and additional light projection.","Yuichiro Fujimoto, Taishi Sawabe, Masayuki Kanbara, Hirokazu Kato",
C1417,A Comparison of Spatial Augmented Reality Predictive Cues and their Effects on Sleep Deprived Users,,,"Spatial Augmented Reality (SAR) is a useful tool for procedural tasks as virtual instructions can be co-located with the physical task. Existing research has shown SAR predictive cues to further enhance performance. However, this research has been conducted while the user is not fatigued. This paper investigates predictive cues under a sub-optimal scenario by depriving users of sleep. Results from a 62-hour sleep deprivation experiment demonstrate that SAR predictive cues are beneficial to sleep deprived users. From the predictive cues outlined in this paper, the line cue maintained the best performance and was least impacted by early morning performance declines.","Benjamin Volmer, James Baumeister, Linda Grosser, Stewart von Itzstein, Siobhan Banks, Bruce H Thomas",
C1429,TimeTables: Embodied Exploration of Immersive Spatio-Temporal Data,,,"We propose TimeTables, a novel prototype system that aims to support data exploration, using embodiment with space-time cubes in virtual reality. TimeTables uses multiple space-time cubes on virtual tabletops, which users can manipulate by extracting time layers to create new tabletop views. The system presents information at different time scales by stretching layers to drill down in time. Users can also jump into tabletops to inspect data from an egocentric perspective. From our use case scenario of energy consumption displayed on a university campus, we believe the system has a high potential in supporting spatio-temporal data exploration and analysis.","Yidan Zhang, Barrett Ens, Kadek Ananta Satriadi, Arnaud Prouzeau, Sarah Goodwin",
C1432,Distortion-free Mid-air Image Inside Refractive Surface and on Reflective Surface,,,"We propose an approach to display a distortion-free mid-air image inside a transparent refractive object and on a curved reflective surface. We compensate for the distortion by generating a light source image that cancels the distortions in the mid-air image caused by refraction and reflection. The light source image is generated via ray-tracing simulation by transmitting the desired view image to the mid-air imaging system, and by receiving the transmitted image at the light source position. Finally, we present the results of an evaluation of our method performed in an actual optical system.","Shunji Kiuchi, Naoya Koizumi",
C1442,Supporting Jury Understanding of Expert Evidence in a Virtual Environment,,,"This work investigates the use of Virtual Reality (VR) to present forensic evidence to the jury in a courtroom trial. We performed a between-participant study comparing comprehension of an expert statement in VR to the traditional courtroom presentation of still images. We measured understanding of the expert domain, mental effort and content recall and found that VR significantly improves the understanding of spatial information and knowledge acquisition. We also identify different patterns of user behaviour depending on the display method. We conclude with suggestions on how to best adapt evidence presentation to VR.","Carolin Reichherzer, Andrew Cunningham, Jason Barr, Tracey Coleman, Kurt McManus, Dion Sheppard, Scott Coussens, Mark Kohler, Mark Billinghurst, Bruce H Thomas",
C1443,Shape Aware Haptic Retargeting for Accurate Hand Interactions,,,"Shape Aware Haptic Retargeting (SAHR) is an extension of &quot;state-of-the-art&quot; haptic retargeting and the first to support retargeted interaction between any part of the user's hand and any part of the target object. In previous methods, the maximum retargeting is applied only when the hand position aligns with the target position. SAHR generalizes the distance computation to consider the full hand and target geometry. Simulated evaluations demonstrated SAHR can provide improved interaction accuracy over existing methods with full mesh geometry being the most accurate and a primitive approximation being the preferred method for combined computational performance and interaction accuracy.","Brandon J. Matthews, Bruce H. Thomas, Stewart von Itzstein, Ross Smith",
C1450,PseudoJumpOn: Jumping onto Steps in Virtual Reality,,,"We propose PseudoJumpOn, a novel locomotion technique using a common VR setup that allows the user to experience virtual step-up jumping motion by applying viewpoint manipulation to the physical jump on a flat floor. The core idea is to replicate the physical characteristics of ascending jumps, and thus we designed two viewpoint manipulation methods: gain manipulation, which differentiates the ascent and descent height&#59; and peak shifting, which delays the peak timing. The experimental results showed that the combination of these methods allowed the participants to feel adequate reality and naturalness of actually jumping onto steps, even knowing no physical steps existed.","Kumpei Ogawa, Kazuyuki Fujita, Kazuki Takashima, Yoshifumi Kitamura",
C1463,Solitary Jogging with A Virtual Runner using Smartglasses,,,"Group exercise is more effective for gaining motivation than exercising alone, but it can be difficult to always find such partners. In this paper, we explore the experiences that joggers have with a virtual partner instead of a human partner and report on the results of two controlled experiments evaluating our approach. In Study 1, we investigated how participants felt and how their behavior changed when they jogged indoors with a human partner or with a virtual partner compared to solitary jogging. The virtual partner was represented either as a full-body, limb-only, or a point-light avatar displayed on smartglasses. In Study 2, we investigated the differences between the three representations as virtual partners in an outdoor setting.","Takeo Hamada, Ari Hautasaari, Michiteru Kitazaki, Noboru Koshizuka",
C1470,Optimal Target Guided Redirected Walking with Pose Score Precomputation,,,Most of the previous redirected walking (RDW) methods do not consider future possibilities of collisions after imperceptibly redirecting users. This paper combines the subtle RDW methods and reset strategy in our method design and proposes a novel solution for RDW. We discretize the representation of possible user positions and orientations by a series of standard poses and rate them based on the possibilities of hitting obstacles of their reachable poses. A transfer path algorithm is proposed to measure the accessibility of the poses. Our method can redirect VR users imperceptibly to the best pose among all the reachable poses. Experiments demonstrate that it outperforms state-of-the-art methods in various environment settings.,"Sen-Zhe Xu, Tian Lv, Guangrong He, Chiahao Chen, Fang-Lue Zhang, Song-Hai Zhang",
C1471,360 Depth Estimation in the Wild - the Depth360 Dataset and the SegFuse Network,,,"Single-view depth estimation from omnidirectional images has gained popularity with various applications. Although data-driven methods demonstrate significant potential in this field, scarce training data and ineffective 360 estimation algorithms are still two key limitations hindering accurate estimation across diverse domains. In this work, we first establish a large-scale dataset with varied settings by exploring the use of a plenteous source of data, internet 360 videos, with a test-time training method. We then propose an end-to-end multi-task network, SegFuse, to effectively learn from the dataset and estimate depth maps from diverse images. Experimental results show favorable performance against the state-of-the-art methods.","Qi Feng, Hubert Shum, Shigeo Morishima",
C1473,Virtual Workspace Positioning Techniques during Teleportation for Co-located Collaboration in Virtual Reality using HMDs,,,"Many co-located collaborative Virtual Reality applications rely on a one-to-one mapping of users' relative positions in real and virtual environments. However, the users' individual virtual navigation may break this spatial configuration. This work enables the recovery of spatial consistency after individual navigation. We provide a virtual representation of the users' shared physical workspace and developed two techniques to position it. The first technique enables a single user to control the virtual workspace location, while the second allows concurrent manipulation. Experimental results show that allowing two users to co-manipulate the virtual workspace significantly reduces negotiation time.","Yiran Zhang, Huyen Nguyen, Nicolas Ladeveze, Cedric Fleury, Patrick Bourdot",
C1482,Answering With Bow and Arrow: Questionnaires and VR Blend Without Distorting the Outcome,,,"Negative effects generated by transitioning between physical and virtual reality or time spent between the actual sensation and its measurement when using questionnaires might affect subjective measurements. This motivates research on innovative questionnaire moalities. Using the same interaction technique, this study integrates the answering of the questionnaire into the actual task. We made a bow and arrow game where the player shoots at random targets as quickly as possible. The player then had to answer questionnaires by firing at a target representing the rating. Notably, the presence (SUS-PQ), satisfaction (ASQ), and workload (SMEQ) evaluations did not change across questionnaires presented in VR, text panel VR, or desktop PC version.","Jan Philip Gr&uuml;ndling, Daniel Zeiler, Benjamin Weyers",
C1486,Systematic Design Space Exploration of Discrete Virtual Rotations in VR,,,"Continuous virtual rotation is one of the biggest contributors to cybersickness, while simultaneously being necessary for many VR scenarios where the user is limited in physical body rotation. A solution is discrete virtual rotation. We classify existing work in discrete virtual rotation and systematically investigate the two dimensions target (rotation) acquisition (selection vs. directional) and body-based (yes vs. no) regarding their impact on the performance in a naive and a primed rotational search task, spatial orientation, and usability. We find rotation selection most successful in both search tasks and no difference in the factor body-based on spatial orientation.","Daniel Zielasko, Jonas Heib, Benjamin Weyers",
C1492,Exploring Pseudo-Weight in Augmented Reality Extended Displays,,,"Augmented reality (AR) allows us to wear virtual displays that are registered to our bodies and devices. Such virtually extendable displays, or AR extended displays (AREDs), are personal and free from physical restrictions. Existing work has explored the new design space for improved user performance. Contrary to this direction, we focus on the weight that the user perceives from AREDs, even though they are virtual and have no physical weight. Our results show evidence that AREDs can be a source of pseudo-weight. We also systematically evaluate the perceived weight changes depending on the layout and delay in the visualization system.","Shohei Mori, Yuta Kataoka, Satoshi Hashiguchi",
C1503,Kicking in Virtual Reality: The Influence of Foot Visibility on the Shooting Experience and Accuracy,,,"Foot interaction is crucial in many disciplines when playing sports in virtual reality. We investigated how the visibility of the foot influences penalty shooting in soccer. In a between-group experiment, we asked 28 players to hit eight targets with a virtual ball. We measured the performance, task load, presence, ball control, and body ownership of inexperienced to advanced soccer players. In one condition, the players saw a visual representation of their tracked foot which improved the accuracy of the shots significantly. Players with invisible foot needed 58% more attempts. Further, with foot visibility the self-reported body ownership was higher.","Michael Bonfert, Stella Lemke, Robert Porzel, Rainer Malaka",
C1510,Spatial Updating in Virtual Reality - Auditory and Visual Cues in a Cave Automatic Virtual Environment,,,"While moving through a real environment, egocentric location representations are effortlessly and automatically updated. But in synthetic environments, spatial updating is often disrupted or incomplete due to a lack of body-based movement information. To prevent disorientation, the support of spatial updating via other sensory movement cues is necessary. In the presented experiment, participants performed a spatial updating task inside a CAVE, with either no orientation cues, three visible distant landmarks, or one continuous auditory cue present. The data showed improved task performance when an orientation cue was present, with auditory cues providing at least as much improvement as visual cues.","Christiane Breitkreutz, Jennifer Brade, Sven Winkler, Alexandra Bendixen, Philipp Klimant, Georg Jahn",
C1512,How to Take a Brake from Embodied Locomotion - Seamless Status Control Methods for Seated Leaning Interfaces,,,"Embodied locomotion, especially leaning, has one major problem. Effectively the regular functionality of the utilized body parts is overwritten. Thus, in this work, we propose 6 different status control methods that seamlessly switch off (brake) a seated leaning locomotion interface. Different input modalities, such as a physical button, voice, and gestures/metaphors, are used and evaluated against a baseline condition and a leaning interface with a bilateral transfer function. In a user study, the most diegetic interface, a hoverboard metaphor, was the most preferred. The overall results are more heterogeneous and the interfaces vary in their suitability for different scenarios.","Carlo Flemming, Benjamin Weyers, Daniel Zielasko",
C1525,All Shook Up: The Impact of Floor Vibration in Symmetric and Asymmetric Immersive Multi-user VR Gaming Experiences,,,"This paper investigates the influence of floor-vibration tactile feedback on immersed users under symmetric and asymmetric tactile sensory cue conditions. With our custom-built, computer-controlled vibration floor, we implemented a cannonball shooting game for two physically-separated players. In the VR game, the two players shoot cannonballs to destroy their opponent's protective wall and cannon, while the programmed floor platform generates vertical vibrations depending on the experimental condition. We concluded that vibration provided to a pair of game players in immersive VR can significantly enhance the VR experience, but sensory symmetry does not guarantee improved gaming performance.","Sungchul Jung, Yuanjie Wu, Ryan Douglas McKee, Robert W. Lindeman",
C1536,Metameric Varifocal Holograms,,,"Computer-Generated Holography (CGH) is a promising display technology, but holographic images suffer from noise and artefacts. We propose a new method using gaze-contingency and perceptual graphics to help address these. Firstly, our method infers the user's focal depth and generates images at their focus plane. Second, it displays metamers&#59; in the user's peripheral vision, we only match local statistics of the target. We use a novel metameric loss function with an accurate display model in a gradient descent solver. Our method improves foveal quality, avoiding perceptible artefacts in the periphery. We demonstrate our method on a real prototype holographic display.","David Robert Walton, Koray Kavakli, Rafael Kuffner dos Anjos, David Swapp, Tim Weyrich, Hakan Urey, Anthony Steed, Tobias Ritschel, Kaan Ak&#x15F;it",
C1543,Rectangular Mapping-based Foveated Rendering,,,"With the speedy increase of display resolution and the demand for interactive frame rate, rendering acceleration is becoming more critical for a wide range of virtual reality applications. Foveated rendering addresses this challenge by rendering with a non-uniform resolution for the display. Motivated by the non-linear optical lens equation, we present rectangular mapping-based foveated rendering (RMFR), a simple yet effective implementation of foveated rendering framework. RMFR supports varying level of foveation according to the eccentricity and the scene complexity. Compared with traditional foveated rendering methods, RMFR provides a superior level of perceived visual quality while consuming minimal rendering cost.","Jiannan Ye, Anqi Xie, Susmija Jabbireddy, Yunchuan Li, Xubo Yang, Xiaoxu Meng",
C1544,A Keylogging Inference Attack on Air-Tapping Keyboards in Virtual Environments,,,"Enabling users to push the physical world's limits, AR/VR opened a new chapter in perception. Novel immersive experiences resulted in novel interaction methods, which came with unprecedented security and privacy risks. This paper presents a keylogging attack to infer inputs typed with in-air tapping keyboards. We exploit the observation that hands follow specific patterns when typing in-air and build a 5-stage pipeline. Through various experiments, we showed that our attack achieves 40% - 89% accuracy. Finally, we discuss countermeasures, while the results presented provide a cautionary tale of the security and privacy risk of the immersive mobile technology.","&uuml;lk&uuml; Meteriz-Yildiran, Necip Fazil Yildiran, Amro Awad, David Mohaisen",
C1553,Audience Experiences of a Volumetric Virtual Reality Music Video,,,"Modern music videos apply various media capture techniques and creative postproduction technologies to provide a myriad of stimulating and artistic approaches to audience entertainment and engagement for viewing across multiple devices. Within this domain, volumetric technologies are becoming a popular means of recording and reproducing musical performances for new audiences to access via traditional 2D screens and emergent virtual reality platforms. However, the precise impact of volumetric video in virtual reality music video entertainment has yet to be fully explored from a user's perspective. Here we show how users responded to volumetric representations of music performance in virtual reality.","Gareth W. Young, Neill C. O'Dwyer, Matthew Moynihan, Aljosa Smolic",
C1559,Auditory Feedback for Standing Balance Improvement in Virtual Reality,,,"Virtual Reality (VR) users often experience postural instability which could be a major barrier to universal usability for all, especially for persons with balance impairments. We recruited 42 participants (balance impairments: 21, without balance impairments: 21) to investigate the impact of several auditory techniques on balance in VR. Participants performed standing visual exploration and standing reach and grasp tasks. Results showed that each auditory technique improved balance in VR for all. Spatial and CoP audio improved balance significantly more than other audios. The techniques presented in this research could be used in future virtual environments to improve standing balance.","M. Rasel Mahmud, Michael Stewart, Alberto Cordova, John Quarles",
C1568,"Depth Perception in Augmented Reality: The Effects of Display, Shadow, and Position",,,"Although it is commonly accepted that depth perception in AR displays is distorted, we have yet to isolate which properties of AR affect people's ability to correctly perceive virtual objects in real spaces. In this research, we evaluate absolute measures of distance perception in the Microsoft HoloLens 2, an optical see-through (OST) display, and the Varjo XR-3, a video see-through (VST) display. Our work is the first to evaluate either device using absolute distance measures. Our results suggest that current VST displays may induce more distance underestimation than their OST counterparts. We also find differences in depth judgments to grounded versus floating virtual objects--a difference that prevails even when cast shadows are present.","Haley Alexander Adams, Sarah Creem-Regehr, Jeanine Stefanucci, Bobby Bodenheimer",
C1584,User Preference for Navigation Instructions in Mixed Reality,,,"Mixed Reality (MR) holds the promise of integrating navigation instructions directly in users' visual field, making them less obtrusive and more expressive. Current solutions, however, focus on using conventional designs such as arrows, and do not fully leverage the technological possibilities of MR. We contribute a remote survey and an in-person Virtual Reality study, showing that while familiar designs such as arrows are well received, novel navigation aids such as avatars or desaturation of non-target areas are viable alternatives. We distill the results into a set of guidelines for MR content creators and future context-aware MR navigation systems.","Jaewook Lee, Fanjie Jin, Younsoo Kim, David Lindlbauer",
C1594,Tangiball: Foot-Enabled Embodied Tangible Interaction with a Ball in Virtual Reality,,,"Interaction with tangible user interfaces in virtual reality (VR) is known to offer several benefits. In this study, we explored foot-enabled embodied interaction in VR through a room-scale tangible soccer game (Tangiball). Users interacted with a physical ball with their feet in real time by seeing its virtual counterpart inside a VR head mounted display. A user study was performed with 40 participants, in which Tangiball was compared with the control condition of foot-enabled embodied interaction with a purely virtual ball. The results revealed that tangible interaction improved user performance and presence significantly, while no difference in terms of motion sickness was detected between the tangible and virtual versions.","Lila Bozgeyikli, Evren Bozgeyikli",
C1595,Evaluating the Impact of Limited Physical Space on the Navigation Performance of Two Locomotion Methods in Immersive Virtual Environments,,,"Consumer level virtual experiences almost always occur when physical space is limited, either by the constraints of an indoor space or of a tracked area. Some locomotion interfaces support movement in the real world, while some do not. This paper examines how the amount of physical space used in the real world by one popular locomotion interface, resetting, compared to a locomotion interface that requires minimal physical space, walking in place. We compared them by determining how well people could acquire survey knowledge using them. While there are trade-offs between the methods, walking in place is preferable in small spaces.","Richard Paris, Lauren Buck, Timothy P. McNamara, Bobby Bodenheimer",
C1602,GazeDock: Gaze-Only Menu Selection in Virtual Reality using Auto-Triggering Peripheral Menu,,,"In this paper, we proposed GazeDock, a technique for enabling fast and robust gaze-based menu selection in VR. GazeDock features a view-fixed peripheral menu layout that automatically triggers appearing and selection when the user's gaze approaches and leaves the menu zone. By analyzing the user's natural gaze movement patterns, we designed the menu UI personalization and optimized selection detection algorithm of GazeDock. We also examined users' gaze selection precision for targets on the peripheral menu. In a VR navigation game that contains both scene exploration and menu selection, GazeDock received higher user preference ratings compared with dwell-based and pursuit-based techniques.","Xin Yi, Yiqin Lu, Ziyin Cai, Zihan Wu, Yuntao Wang, Yuanchun Shi",
C1611,Redirecting Desktop Interface Input to Animate Cross Reality Avatars,,,"We present and evaluate methods to redirect desktop inputs such as eye gaze and mouse pointing to a VR-embedded avatar. We use these methods to build a novel interface that allows a desktop user to give presentations in remote meetings such as VR-based conferences or classrooms with a more engaging &quot;cross-reality&quot; avatar capable of gestures similar to those performed by standard immersed avatars. We compare desktop avatar control to headset-based control, suggesting users consider the enhanced desktop avatar to be comparably human-like to the VR headset condition, implying that our methods could be useful for future cross-reality remote learning tools.","Jason Wolfgang Woodworth, David Michael Broussard, Cristoph W. Borst",
