name,affiliation
Felix Heide,
Alexander Abad,
Henny Admoni,
Ioannis Agtzidis,
Seyed-Ahmad Ahmadi,
Sun Joo (Grace) Ahn,
Andronicus Akinyelu,
Muadh Al Kalbani,
Rawan Alghofaili,
Kamran Ali,
Jan Allbeck,
Florian Alt,
Sebastia Vicenc Amengual Gari,
Daniel Andersen,
Craig Anslow,
Renan Aranha,
Mohammed Safayet Arefin,
Oscar Argudo,
ferran Arguelaguet,
Ahmed Arif,
A Arigho,
Clemens Arth,
Amir Reza Asadi,
Doris Aschenbrenner,
Sabarish V. Babu,
Huidong Bai,
Wei Bai,
Linden Ball,
Shumeet Baluja,
Domna Banakou,
Natasha Banerjee,
Sean Banerjee,
Sunyoung Bang,
Roghayeh Barmaki,
Anil Ufuk Batmaz,
Thabo Beeler,
Lee Beever,
Ilyasse BELKACEM,
Brett Benda,
Hrvoje Benko,
Eliezer Bernart,
Jeffrey Bertrand,
Lonni Besan&#231;on,
Krishna Bharadwaj,
Ayush Bhargava,
BHARAT LAL BHATNAGAR,
Verena Biener,
Helton B&#237;scaro,
Pieter Blignaut,
Bobby Bodenheimer,
Luke Boelling,
Alberto Boem,
Saeed Boorboor,
Frank Borsato,
Patrick Bourdot,
Elodie Bouzbib,
Doug Bowman,
Efe Bozkir,
Jennifer Brade,
Eugenie Brasier,
Gerd Bruder,
Hugo Brument,
Chris Bryan,
Lauren Buck,
Paul Calamia,
Francisco Maria Calisto,
Abraham G. Campbell,
Alberto Cannav&#242;,
Chen Cao,
Sergio Casas,
Renata Castelo-Branco,
Pablo Cesar,
Praneeth Chakravarthula,
Brent Chamberlain,
Aayush Chaudhary,
Haoran Chen,
Shaoyu Chen,
Rongsen Chen,
Yuan Chen,
Chen Chen,
Lung-Pan Cheng,
Zhanglin Cheng,
Yiu-ming CHEUNG,
Inrak Choi,
Toby Chong,
Zubin Choudhary,
Tanvir Irfan Chowdhury,
COURTNEY COGBURN,
Mark Colley,
Mattia Colombo,
Maxime Cordeil,
Patricia Cornelio,
Antoine Costes,
Flavio Coutinho,
Chris Creed,
Sarah Creem-Regehr,
cinzia cremona,
Andrew Cunningham,
Hansen Dan,
Fabien Danieau,
Shalini De Mello,
Arindam Dey,
Massimiliano Di Luca,
Piotr Didyk,
Florian Diller,
Vitor Manuel Dinis Pereira,
Janki Dodiya,
Zhichao Dong,
Tianyang Dong,
John Dudley,
Catherine Dumas,
Enrique Dunn,
David Dunn,
Ulrich Eck,
Marie Eckert,
Onder Erin,
Sumaira Erum Zaib,
Bjoern Eskofier,
James Eubanks,
Andreas Fender,
Yu Feng,
Qi Feng,
Kate Ferris,
Tobias Fischer,
Philipp Fleck,
Cedric Fleury,
Rebecca Fribourg,
Maite Frutos-Pascual,
Xiaoming Fu,
Arnulph Fuhrmann,
Kazuyuki Fujita,
Hiroshi Furuya,
Henrique Galvan Debarba,
BoYu Gao,
Jose Garcia,
Sofia Garcia Fracaro,
Danilo Gasques,
Steffen Gauglitz,
Georgi V. Georgiev,
Shreya Ghosh,
Jarka Glassey,
Alexandre Gomes de Siqueira,
David G&#243;mez J&#225;uregui,
Mar Gonzalez-Franco,
Denis Gracanin,
Jeronimo Grandi,
Ricard Gras,
Stefan Greuter,
Thorsten Grosch,
Colin Groth,
Stefan Gr&#252;nvogel,
Esteban Guerrero,
Wenbin Guo,
Shihui Guo,
Stephen Guy,
Jacob Hadnett-Hunter,
Takeo Hamada,
Howard Hamilton,
Bo Han,
Christian Hansen,
Lasse Hansen,
Judith Hartfill,
Jeremy Hartmann,
Satoshi Hashiguchi,
Naoki Hashimoto,
Saad Hassan,
Michael Haworth,
Fengming He,
Gaoqi He,
Qiliang He,
Hans-Christian Hege,
Otmar Hilliges,
Masahiro Hirano,
Thuong Hoang,
Christian Holz,
Jan Hombeck,
Melynda Hoover,
Thomas Howard,
Ludovic Hoyet,
Yunpu Hu,
Hong Hua,
ZENG HUANG,
Haikun Huang,
Shah Rukh Humayoun,
Carl Hutters,
Naoto Ienaga,
Victoria Interrante,
Muhammad Zahid Iqbal,
Andrew Irlitti,
Katherine Isbister,
Petra Isenberg,
Rifatul Islam,
Yuta Itoh,
Jason Jerald,
Yuanyuan Jiang,
Xiaogang Jin,
Janet Johnson,
Adam Jones,
Simon Julier,
Vishav Jyoti,
Shingo Kagami,
Dorota Kami?ska,
Peter K&#225;n,
Takashi Kanai,
Masayuki Kanbara,
HyeongYeop Kang,
Mubbasir Kapadia,
Shunichi Kasahara,
Petr Kellnhofer,
Rajiv Khadka,
Mohamed Khamis,
Konstantina Kilteni,
Jin Ryong Kim,
Gwangbin Kim,
Jinmo Kim,
Changhun Kim,
Dooyoung Kim,
Kangsoo Kim,
Michiteru Kitazaki,
Pascal Knierim,
Kristopher Kohm,
Elena Kokkinara,
Raj Prateek Kosaraju,
George Koulieris,
Panagiotis Kourtesis,
Barbora Kozlikova,
Bernard Kress,
Per Ola Kristensson,
Ernst Kruijff,
Hiroyuki Kubo,
Alexander Kulik,
Dilshani Kumarapeli,
Andreas Kunz,
Andreas K&#252;nz,
Yoshihiro Kuroda,
Mikko Kyt&#246;,
Fabrizio Lamberti,
Eike Langbehn,
Markus Lappe,
Xie Le,
Youngho Lee,
In-Kwon Lee,
DoYoung Lee,
Benjamin Lee,
Gun Lee,
Franziska Legler,
Vojt?ch Leischner,
Iolanda Leite,
Arun Balajiee Lekshmi Narayanan,
Chris Lenart,
Hao Li,
Shuai Li,
Xiang Li,
Wanwan Li,
Sheng Li,
David Li,
Richard Li,
Jiadong Liang,
Junbang Liang,
Xiaohui Liang,
Hongen Liao,
Haotong Lin,
Rhema Linder,
Lee Lisle,
Shiguang Liu,
Yishuo Liu,
Huajun Liu,
Xiaolong Liu,
Yimeng Liu,
Richen Liu,
Benjamin Lok,
Mario Lorenz,
Enrica Loria,
Thomas L&#246;we,
Aidong Lu,
Felipe Lumbreras,
Yiyue Luo,
Yuyu Luo,
Shiqing Luo,
Tiffany Luong,
Sean Lynch,
Tonja-Katrin Machulla,
M. Rasel Mahmud,
Dinesh Manocha,
Frank Mantwill,
Daniel Martin,
Diego Martinez Plasencia,
Sebastian Marwecki,
Florian Mathis,
Keigo Matsumoto,
James Mattei,
Frank Maurer,
Pierce McBride,
Cade Mccall,
Lukas Mecke,
Daniel Medeiros,
Ravish Mehra,
Chao Mei,
Aline Menin,
Moritz Messerschmidt,
Haichao Miao,
Leo Miyashita,
Betty Mohler,
Shohei Mori,
Carlos Morimoto,
Christos Mousas,
Mu Mu,
Moritz Muehlhausen,
Florian Mueller,
Franck Multon,
Ricardo Nakamura,
Vijayakumar Nanjappan,
Takuji Narumi,
Moloud Nasiri,
Carsten Neumann,
Anh Nguyen,
Florian Niebling,
Peter Niermann,
Matthias Nie&#223;ner,
Niels Christian Nilsson,
Jun Nishida,
Nahal Norouzi,
Chris North,
Johannes Novotny,
Joseph O'Hagan,
Kay O'Halloran,
Sebastian Oberd&#246;rfer,
Jean-Marc Odobez,
Carl Oechsner,
Patricia Oliveira,
Anne-H&#233;l&#232;ne Olivier,
Yuki Onishi,
Leif Oppermann,
Jason Orlosky,
Francisco Ortega,
Antti Oulasvirta,
Ana Serrano Pacheu,
Yun Suen Pai,
Cristina Palmero,
Cristina Palmero Cantari&#241;o,
Ye Pan,
Xueni Pan,
Payod Panda,
Eunil Park,
Ji Hwan Park,
Callum Parker,
Dhaval Parmar,
Courtnie Paschall,
Etienne Peillard,
Hao-Lun Peng,
Chao Peng,
Yifan (Evan) Peng,
Simon Perrault,
Ken Pfeuffer,
Daniel Pimentel,
Christian Pirchheim,
Johanna Pirker,
Kevin Ponto,
Thiago Porcino,
Ashkan Pourkand,
Filippo Gabriele Prattic&#242;,
Lisa Prinz,
Arnaud Prouzeau,
Parinya Punpongsanon,
Eric Ragan,
Purnima Rajan,
Photchara Ratsamee,
Holger Regenbrecht,
Test Reviewer,
Nick Rewkowski,
Taehyun Rhee,
Christian Richardt,
Bernhard Riecke,
Andrew Robb,
Philip Robinson,
Ivan Rodriguez-Conde,
Hugo Romat,
Tania Roy,
Olli Rummukainen,
Adam Safron,
Justine Saint-Aubert,
pejman sajjadi,
Sho Sakurai,
Andres Santos-Torres,
Bhuvaneswari Sarupuri,
Kosuke Sato,
Yann Savoye,
Taishi Sawabe,
Christian Schell,
Hannah Schieber,
Carl Schissler,
Sof&#237;a Seinfeld,
Nathan Semertzidis,
Ana Serrano,
Xuehuai Shi,
Remy Siegfried,
Leonardo Silva,
Vincent Sitzmann,
Richard Skarbez,
Mel Slater,
Ross Smith,
Mason Smith,
Raj Sodhi,
Wenfeng Song,
Simone Spagnol,
Jan Springer,
Misha Sra,
Saikrishna Srinivasan,
Oskar Stamm,
Marc Stamminger,
Thad Starner,
Anthony Steed,
Jeanine Stefanucci,
Niklas Stein,
Carolin Stellmacher,
Andrew Stevens,
Jacob Stuart,
Simon Su,
Shishir Subramanyam,
Tomohiro Sueishi,
Yusuke Sugano,
Evan Suma Rosenberg,
Xu Sun,
Markku Suomalainen,
David Swapp,
Daniel Szafir,
Krzysztof Szczurowski,
Kazuki Takashima,
Takafumi Taketomi,
Robert Teather,
Fabio Tellez,
Rafael Testa,
Santawat Thanyadit,
Garvita Tiwari,
James Tompkin,
Lingwei Tong,
Romero Tori,
Vincent Tourre,
Daniela Trevisan,
Hsin-Ruey Tsai,
Gopi Krishna Tummala,
Hideaki Uchiyama,
Julia Uhr,
Thomas van Gemert,
Jonathan Ventura,
Steeven Villa,
Arantxa Villanueva,
Daniel Vogel,
Benjamin Volmer,
Matias Volonte,
Michael Walker,
David Walton,
Jieyu Wang,
Zhu Wang,
Fu-En Wang,
Chien-Yao Wang,
Miao Wang,
Qisong Wang,
Xiuhua Wang,
Rui Wang,
Jamie Ward,
Austin Ward,
Chun-Shu Wei,
Sheng Wei,
Tim Weissker,
Greg Welch,
Dongdong Weng,
Gordon Wetzstein,
Benjamin Weyers,
Eric Whitmire,
Mary Whitton,
Alexander Wiebel,
Carolin Wienrich,
Tom Williams,
Niall Williams,
Adam Williams,
Marco Winckler,
Christian Winkler,
Sai-Keung Wong,
Woontack Woo,
Erroll Wood,
Roger Woodman,
Yuanjie Wu,
Jian Wu,
Linfeng Wu,
Burkhard Wuensche,
Shihong Xia,
Sen-Zhe Xu,
Wenge Xu,
Lingxiao Yang,
Jing Yang,
Vibol Yem,
Caglar Yildirim,
Tomohiro Yokota,
Yongjae Yoo,
Atsushi Yoshikawa,
Jacob Young,
Lap-Fai Yu,
Difeng Yu,
Run Yu,
Gabriel Zachmann,
Li Zhang,
Xucong Zhang,
Yizhong Zhang,
Huaiqing Zhang,
Zhenliang Zhang,
Guangtao Zhang,
Song-Hai Zhang,
Guofeng Zhang,
Jianhui Zhao,
Qian Zhou,
zhiwei Zhu,
Zhe Zhu,
Daniel Zielasko,
David Zielinski,
Nikolaos Zioulis,
Stefanie Zollmann,
Daria Zolotareva,
